movie_id,tmdb_id,poster,tagline,overview
4226,77,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,Some memories are best forgotten.,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why."
4228,10833,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/bwvec0gRMSpLakcPuxe0RWScNv3.jpg,Caution: Dangerous Curves Ahead,"Max and Page are a brilliant mother/daughter con team who have their grift down to a fine science. Max targets wealthy, willing men and marries them. Page then seduces them, and Max catches her husband in the act. Then it's off to palimony city and the next easy mark."
4229,20309,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/xM4MtxtkBTqCFztjEnUcE6ZRZQ.jpg,,"Boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man."
4231,12658,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/j6lr8jE8hDgx75GeRRL1greDmkz.jpg,The story about the one that got away and the one she never saw coming.,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation."
4232,10054,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/44EKLFDthYONe4HAGZpGxEKeG8N.jpg,Real spies...only smaller,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business."""
4233,10646,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/LpIAhTgwyh22Y4BhYbEsZv0u9W.jpg,The Last Man Standing Gets The Kitty.,"College buddies chip in and promise that the group's last unmarried man will collect a cash pot. Seven years later, the kitty is worth $500,000 -- money Michael needs to pay a gambling debt. Problem is, the only other single guy is a hopeless womanizer!"
4234,2575,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/na80ysnoCvoxwGTMWCWYvnmaDlz.jpg,"In a place this treacherous, what a good spy needs is a spy of his own.","A British spy is banished to Panama after having an affair with an ambassador's mistress. Once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in Panama. The tailor also has a wife, who works for the Panamanian president and a huge debt. The mission is to learn what the President intends to do with the Canal."
4235,55,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/vV4vlD4ool5JSsS1rB82qjCF6z8.jpg,Love. Betrayal. Death.,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog."
4236,65075,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/547BjvhpThD8QXpGB7UnKi33ox2.jpg,,"In 1955, Tobias Schneebaum disappeared into the depths of the Peruvian Amazon. He had no guide, no map, and only the vaguest of instructions: Keep the river on your right. A year later Schneebaum emerged from the jungle…naked, covered in body paint, and a modern-day cannibal.  Titled after Schneebaum’s 1969 cult classic memoir about his formative experiences living in the Amazon, Keep The River On Your Right is the extraordinary stranger-than-fiction story of Schneebaum’s return to the jungle, 45 years after his original visit, to reunite with the very tribesmen he loved and who gave him nightmares for nearly half a century. A deeply affecting and searing portrait, sibling filmmakers Laurie and David Shapiro capture a man in utter conflict, a fearless adventurer, and one of the most charming, enigmatic, and perplexing men ever captured on screen."
4237,44379,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/6IdCTKi4Eu7i897jpe59wIDGCri.jpg,,"Varda focuses her eye on gleaners: those who scour already-reaped fields for the odd potato or turnip. Her investigation leads from forgotten corners of the French countryside to off-hours at the green markets of Paris, following those who insist on finding a use for that which society has cast off, whether out of necessity or activism."
4238,2043,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/1YtsND7vSNymylnOSzgg3DdVFMB.jpg,The game is far from over.,"After the harrowing death of his partner, detective and best-selling author Alex Cross has retreated to the peace of retirement. But when a brilliant criminal kidnaps a senator's young daughter, Alex is lured back into action. Teamed with the Secret Service agent assigned to protect the missing girl, Alex follows a serpentine trail of clues that leads him to a stunning discovery - the kidnapper wants more than just ransom."
4239,4133,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg,,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price."
4240,56715,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/7KqzbefXjADSUE8j2ZsrudvAArY.jpg,"They're not just from another time, they're from France.","A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard. Remake of  1993 French film Les Visiteurs (The Visitors)."
4241,10991,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/g2C95ubS56O1ITXy1MgC69kAwF0.jpg,This spring the Unown spells adventure.,"When Molly Hale's sadness of her father's disappearance gets to her, she unknowingly uses the Unown to create her own dream world along with Entei, who she believes to be her father. When Entei kidnaps Ash's mother, Ash along with Misty & Brock invade the mansion looking for his mom and trying to stop the mysteries of Molly's Dream World and Entei!"
4242,15940,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/zOKaYzY14ZpVy6nG4kAelyLZQ4Q.jpg,,"When Petula and Dorothy cover up the accidental murder of one jerk boyfriend, they hatch a hilarious scheme to collect a huge ransom."
4243,26791,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/acXmEYtJe05Y5Wt0qsBIg9iNsTv.jpg,Nothing attracts a serpent like paradise,"Wes Clayton is a lawman and a bishop in a Mormon community called Brigham. The town is shaken when a woman from California is found murdered. Clayton and his young deputy work with an FBI agent sent to investigate. As a civil and spiritual leader in the frightened town, Clayton must uncover the town's deepest secrets, find the murderer and keep Brigham from ripping itself apart."
4246,634,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/9Bd4tsYBTYcgl11lPreQ8W9tXUK.jpg,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections."
4247,10956,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/nQoZBpLqGydDjVRXILTx06DoLCF.jpg,He Came. He Cleaned. He Conquered.,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks."
4248,19366,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/mHOix87RdBO3YQuyvFFZAZxpt5P.jpg,"They were three small time girls, with big time dreams. Now, fate is giving the Pussycats, the chance of a lifetime.","Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune."
4251,9519,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/IvoftTE67DCTfZDMoS2cSNXpnu.jpg,Never let the truth get in the way of a good yarn.,"The true and infamous story of Australia's notorious criminal Mark 'Chopper' Read and his years of crime, interest in violence, drugs and prostitutes."
4252,13898,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/pAwGZCaNWNHx8SKuEHt3ANZwkwt.jpg,,Various women struggle to function in the oppressively sexist society of contemporary Iran.
4254,9290,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/hwt6iJjPuXRDKJON5s9G9pdfPbu.jpg,He heard there was wildlife in L.A. He didn't know how wild.,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent"
4255,13166,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/gVmSZgxiT7ynyRLsEgg8Xs8ZVWX.jpg,This time you can't change the channel.,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy."
4256,32590,https://image.themoviedb.org/t/p/w300_and_h450_bestv2/lmcabkCsSQ08yll4dIVclWc2RSX.jpg,,"A couple checks into a suite in Las Vegas. In flashbacks we see that he's a computer whiz on the verge of becoming a dot.com millionaire, she's a lap dancer at a club. He's depressed, withdrawing from work, missing meetings with investors. He wants a connection, so he offers her $10,000 to spend three nights with him in Vegas, and she accepts with conditions. Is mutual attraction stirring?"
